MatchID,RoundID,Country,Year,Winner,Runners.Up,Third,Fourth,GoalsScored,QualifiedTeams,MatchesPlayed,TotalAttendance,Datetime,Stage,Stadium,City,Home.Team.Name,Home.Team.Goals,Away.Team.Goals,Away.Team.Name,Win.conditions,Attendance,Half.time.Home.Goals,Half.time.Away.Goals,Referee,Referee_Country_Initials,Assistant.1,Assistant1_Country_Initials,Assistant.2,Assistante2_Country_Initials,Home.Team.Initials,Away.Team.Initials,Team.Initials,Coach.Name,Coach_Country_Initials,Line.up,Shirt.Number,Player.Name,Position,Event
43950058,,,,,,,,,,,,2002-06-21T20:30:00Z,Quarter-finals,Munsu Football Stadium,Ulsan ,Germany,1,0,USA, ,37337,1,0, Hugh DALLAS,SCO, Philip SHARP,ENG, Ali ALTRAIFI,KSA,GER,USA,GER, Rudi VOELLER,GER,true,1,KAHN,GKC,
43950059,,,,,,,,,,,,2002-06-22T15:30:00Z,Quarter-finals,Gwangju World Cup Stadium,Gwangju ,Spain,0,0,Korea Republic,Korea Republic win on penalties (3 - 5) ,42114,0,0, GHANDOUR Gamal EL,EGY, Ali TOMUSANGE,UGA, Michael RAGOONATH,TRI,ESP,KOR,ESP, Jose Antonio CAMACHO,ESP,true,1,CASILLAS,GK,
43950060,,,,,,,,,,,,2002-06-22T20:30:00Z,Quarter-finals,Osaka Nagai Stadium,Osaka ,Senegal,0,1,Turkey,Win on Golden Goal ,44233,0,0, Oscar RUIZ,COL, Jorge RATTALINO,ARG, Miguel GIACOMUZZI,PAR,SEN,TUR,SEN, Bruno METSU,FRA,true,1,SYLVA,GK,
43950061,43950400,,,,,,,,,,,2002-06-25T20:30:00Z,Semi-finals,Seoul World Cup Stadium,Seoul ,Germany,1,0,Korea Republic, ,65256,0,0, Urs MEIER,SUI, Frederic ARNAULT,FRA, Evzen AMLER,CZE,GER,KOR,GER, Rudi VOELLER,GER,true,1,KAHN,GKC,
43950062,,,,,,,,,,,,2002-06-26T20:30:00Z,Semi-finals,Saitama Stadium 2002,Saitama ,Brazil,1,0,Turkey, ,61058,0,0, Kim Milton NIELSEN,DEN, Maciej WIERZBOWSKI,POL, Igor SRAMKA,SVK,BRA,TUR,BRA, Luiz Felipe SCOLARI,BRA,true,1,MARCOS,GK,
43950063,43950500,,,,,,,,,,,2002-06-29T20:00:00Z,Third place,Daegu World Cup Stadium,Daegu ,Korea Republic,2,3,Turkey, ,63483,1,3, Saad MANE,KUW, Ali ALTRAIFI,KSA, Hector VERGARA,CAN,KOR,TUR,KOR, Guus HIDDINK,NED,true,1,W J LEE,GK,
43950064,43950600,,,,,,,,,,,2002-06-30T20:00:00Z,Final,International Stadium Yokohama,Yokohama ,Germany,0,2,Brazil, ,69029,0,0, Pierluigi COLLINA,ITA, Leif LINDBERG,SWE, Philip SHARP,ENG,GER,BRA,GER, Rudi VOELLER,GER,true,1,KAHN,GKC,
97410001,97410100,Germany,2006,Italy,France,Germany,Portugal,147,32,64,3359439,2006-06-09T18:00:00Z,Group A,"FIFA World Cup Stadium, Munich",Munich ,Germany,4,2,Costa Rica, ,66000,2,1, Horacio ELIZONDO,ARG, Dario GARCIA,ARG, Rodolfo OTERO,ARG,GER,CRC,GER, KLINSMANN JÃ¯Â¿Â½rgen,GER,true,1,LEHMANN,GK,
97410002,,,,,,,,,,,,2006-06-09T21:00:00Z,Group A,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Poland,0,2,Ecuador, ,52000,0,1, Toru KAMIKAWA,JPN, Yoshikazu HIROSHIMA,JPN, Dae Young KIM,KOR,POL,ECU,POL, Pawel JANAS,POL,true,1,BORUC,GK,
97410003,,,,,,,,,,,,2006-06-10T15:00:00Z,Group B,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,England,1,0,Paraguay, ,48000,1,0, Marco RODRIGUEZ,MEX, Jose Luis CAMARGO,MEX, Leonel LEAL,CRC,ENG,PAR,ENG, ERIKSSON Sven-GÃ¯Â¿Â½ran,SWE,true,1,ROBINSON,GK,
97410004,,,,,,,,,,,,2006-06-10T18:00:00Z,Group B,"FIFA World Cup Stadium, Dortmund",Dortmund ,"rn"">Trinidad and Tobago",0,0,Sweden, ,62959,0,0, Shamsul MAIDIN,SIN, Prachya PERMPANICH,THA, Eisa GHULOUM,UAE,TRI,SWE,TRI, Leo BEENHAKKER,NED,true,1,HISLOP,GK,
97410005,,,,,,,,,,,,2006-06-10T21:00:00Z,Group C,"FIFA World Cup Stadium, Hamburg",Hamburg ,Argentina,2,1,CÃ¯Â¿Â½te d'Ivoire, ,49480,2,0, BLEECKERE Frank DE,BEL, Peter HERMANS,BEL, Walter VROMANS,BEL,ARG,CIV,ARG, PÃ¯Â¿Â½KERMAN JosÃ¯Â¿Â½,ARG,true,1,ABBONDANZIERI,GK,
97410006,,,,,,,,,,,,2006-06-11T15:00:00Z,Group C,Zentralstadion,Leipzig ,"rn"">Serbia and Montenegro",0,1,Netherlands, ,43000,0,1, Markus MERK,GER, Christian SCHRAER,GER, Jan-Hendrik SALVER,GER,SCG,NED,SCG, Ilija PETKOVIC,SCG,true,1,JEVRIC,GK,
97410007,,,,,,,,,,,,2006-06-11T18:00:00Z,Group D,Franken-Stadion,Nuremberg ,Mexico,3,1,Iran, ,41000,1,1, Roberto ROSETTI,ITA, Cristiano COPELLI,ITA, Alessandro STAGNOLI,ITA,MEX,IRN,MEX, VOLPE Ricardo LA,ARG,true,1,O. SANCHEZ,GK,
97410008,,,,,,,,,,,,2006-06-11T21:00:00Z,Group D,"FIFA World Cup Stadium, Cologne",Cologne ,Angola,0,1,Portugal, ,45000,0,1, Jorge LARRIONDA,URU, Walter RIAL,URU, Pablo FANDINO,URU,ANG,POR,ANG, Luis GONCALVES,ANG,true,1,JOÃ¯Â¿Â½O RICARDO,GK,
97410009,,,,,,,,,,,,2006-06-12T21:00:00Z,Group E,"FIFA World Cup Stadium, Hanover",Hanover ,Italy,2,0,Ghana, ,43000,1,0, Carlos SIMON,BRA, Aristeu TAVARES,BRA, Ednilson CORONA,BRA,ITA,GHA,ITA, Marcello LIPPI,ITA,true,1,BUFFON,GK,
97410010,,,,,,,,,,,,2006-06-12T18:00:00Z,Group E,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,USA,0,3,Czech Republic, ,52000,0,2, Carlos AMARILLA,PAR, Amelio ANDINO,PAR, Manuel BERNAL,PAR,USA,CZE,USA, Bruce ARENA,USA,true,18,KELLER,GK,
97410011,,,,,,,,,,,,2006-06-13T21:00:00Z,Group F,Olympiastadion,Berlin ,Brazil,1,0,Croatia, ,72000,1,0, Benito ARCHUNDIA,MEX, Jose RAMIREZ,MEX, Hector VERGARA,CAN,BRA,CRO,BRA, Carlos Alberto PARREIRA,BRA,true,1,DIDA,GK,
97410012,,,,,,,,,,,,2006-06-12T15:00:00Z,Group F,Fritz-Walter-Stadion,Kaiserslautern ,Australia,3,1,Japan, ,46000,0,1, EL FATAH Essam ABD,EGY, Dramane DANTE,MLI, Mamadou NDOYE,SEN,AUS,JPN,AUS, Guus HIDDINK,NED,true,1,SCHWARZER,GK,
97410013,,,,,,,,,,,,2006-06-13T18:00:00Z,Group G,Gottlieb-Daimler-Stadion,Stuttgart ,France,0,0,Switzerland, ,52000,0,0, Valentin IVANOV,RUS, Nikolai GOLUBEV,RUS, Evgueni VOLNIN,RUS,FRA,SUI,FRA, Raymond DOMENECH,FRA,true,16,BARTHEZ,GK,
97410014,,,,,,,,,,,,2006-06-13T15:00:00Z,Group G,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Korea Republic,2,1,Togo, ,48000,0,1, Graham POLL,ENG, Philip SHARP,ENG, Glenn TURNER,ENG,KOR,TOG,KOR, ADVOCAAT Dick,NED,true,1,WOONJAE,GKC,
97410015,,,,,,,,,,,,2006-06-14T15:00:00Z,Group H,Zentralstadion,Leipzig ,Spain,4,0,Ukraine, ,43000,2,0, Massimo BUSACCA,SUI, Francesco BURAGINA,SUI, Matthias ARNET,SUI,ESP,UKR,ESP, Luis ARAGONES,ESP,true,1,CASILLAS,GKC,
97410016,,,,,,,,,,,,2006-06-14T18:00:00Z,Group H,"FIFA World Cup Stadium, Munich",Munich ,Tunisia,2,2,Saudi Arabia, ,66000,1,0, Mark SHIELD,AUS, Nathan GIBSON,AUS, Ben WILSON,AUS,TUN,KSA,TUN, Roger LEMERRE,FRA,true,1,BOUMNIJEL ,GK,
97410017,,,,,,,,,,,,2006-06-14T21:00:00Z,Group A,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,1,0,Poland, ,65000,0,0, CANTALEJO Luis MEDINA,ESP, CARRASCO Victoriano GIRALDEZ,ESP, HERNANDEZ Pedro MEDINA,ESP,GER,POL,GER, KLINSMANN JÃ¯Â¿Â½rgen,GER,true,1,LEHMANN,GK,
97410018,,,,,,,,,,,,2006-06-15T15:00:00Z,Group A,"FIFA World Cup Stadium, Hamburg",Hamburg ,Ecuador,3,0,Costa Rica, ,50000,1,0, Coffi CODJIA,BEN, Celestin NTAGUNGIRA,RWA, Aboudou ADERODJOU,BEN,ECU,CRC,ECU, Luis SUAREZ,COL,true,12,C. MORA,GK,Y60'
97410019,,,,,,,,,,,,2006-06-15T18:00:00Z,Group B,Franken-Stadion,Nuremberg ,England,2,0,"rn"">Trinidad and Tobago", ,41000,0,0, Toru KAMIKAWA,JPN, Yoshikazu HIROSHIMA,JPN, Dae Young KIM,KOR,ENG,TRI,ENG, ERIKSSON Sven-GÃ¯Â¿Â½ran,SWE,true,1,ROBINSON,GK,
97410020,,,,,,,,,,,,2006-06-15T21:00:00Z,Group B,Olympiastadion,Berlin ,Sweden,1,0,Paraguay, ,72000,0,0, Lubos MICHEL,SVK, SLYSKO Roman,SVK, Martin BALKO,SVK,SWE,PAR,SWE, LAGERBÃ¯Â¿Â½CK Lars,SWE,true,1,ISAKSSON,GK,
97410021,,,,,,,,,,,,2006-06-16T15:00:00Z,Group C,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Argentina,6,0,"rn"">Serbia and Montenegro", ,52000,3,0, Roberto ROSETTI,ITA, Cristiano COPELLI,ITA, Alessandro STAGNOLI,ITA,ARG,SCG,ARG, PÃ¯Â¿Â½KERMAN JosÃ¯Â¿Â½,ARG,true,1,ABBONDANZIERI,GK,
97410022,,,,,,,,,,,,2006-06-16T18:00:00Z,Group C,Gottlieb-Daimler-Stadion,Stuttgart ,Netherlands,2,1,CÃ¯Â¿Â½te d'Ivoire, ,,2,1, Oscar RUIZ,COL, Fernando TAMAYO,ECU, Jose NAVIA,COL,NED,CIV,NED, BASTEN Marco VAN,NED,true,1,VAN DER SAR,GKC,
97410023,,,,,,,,,,,,2006-06-16T21:00:00Z,Group D,"FIFA World Cup Stadium, Hanover",Hanover ,Mexico,0,0,Angola, ,43000,0,0, Shamsul MAIDIN,SIN, Prachya PERMPANICH,THA, Eisa GHULOUM,UAE,MEX,ANG,MEX, VOLPE Ricardo LA,ARG,true,1,O. SANCHEZ,GK,
97410024,,,,,,,,,,,,2006-06-17T15:00:00Z,Group D,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Portugal,2,0,IR Iran, ,48000,0,0, Eric POULAT,FRA, Lionel DAGORNE,FRA, Vincent TEXIER,FRA,POR,IRN,POR, Luiz Felipe SCOLARI,BRA,true,1,RICARDO,GK,
97410025,,,,,,,,,,,,2006-06-17T21:00:00Z,Group E,Fritz-Walter-Stadion,Kaiserslautern ,Italy,1,1,USA, ,46000,1,1, Jorge LARRIONDA,URU, Walter RIAL,URU, Pablo FANDINO,URU,ITA,USA,ITA, Marcello LIPPI,ITA,true,1,BUFFON,GK,
97410026,,,,,,,,,,,,2006-06-17T18:00:00Z,Group E,"FIFA World Cup Stadium, Cologne",Cologne ,Czech Republic,0,2,Ghana, ,45000,0,1, Horacio ELIZONDO,ARG, Dario GARCIA,ARG, Rodolfo OTERO,ARG,CZE,GHA,CZE, Karel BRUCKNER,CZE,true,1,CECH,GK,
97410027,,,,,,,,,,,,2006-06-18T18:00:00Z,Group F,"FIFA World Cup Stadium, Munich",Munich ,Brazil,2,0,Australia, ,66000,0,0, Markus MERK,GER, Christian SCHRAER,GER, Jan-Hendrik SALVER,GER,BRA,AUS,BRA, Carlos Alberto PARREIRA,BRA,true,1,DIDA,GK,
97410028,,,,,,,,,,,,2006-06-18T15:00:00Z,Group F,Franken-Stadion,Nuremberg ,Japan,0,0,Croatia, ,41000,0,0, BLEECKERE Frank DE,BEL, Peter HERMANS,BEL, Walter VROMANS,BEL,JPN,CRO,JPN,O ZIC,BRA,true,23,KAWAGUCHI,GK,Y42'
97410029,,,,,,,,,,,,2006-06-18T21:00:00Z,Group G,Zentralstadion,Leipzig ,France,1,1,Korea Republic, ,43000,1,0, Benito ARCHUNDIA,MEX, Jose RAMIREZ,MEX, Hector VERGARA,CAN,FRA,KOR,FRA, Raymond DOMENECH,FRA,true,16,BARTHEZ,GK,
97410030,,,,,,,,,,,,2006-06-19T15:00:00Z,Group G,"FIFA World Cup Stadium, Dortmund",Dortmund ,Togo,0,2,Switzerland, ,65000,0,1, Carlos AMARILLA,PAR, Amelio ANDINO,PAR, Manuel BERNAL,PAR,TOG,SUI,TOG, Otto PFISTER,GER,true,16,AGASSA,GK,
97410031,,,,,,,,,,,,2006-06-19T21:00:00Z,Group H,Gottlieb-Daimler-Stadion,Stuttgart ,Spain,3,1,Tunisia, ,52000,0,1, Carlos SIMON,BRA, Aristeu TAVARES,BRA, Ednilson CORONA,BRA,ESP,TUN,ESP, Luis ARAGONES,ESP,true,1,CASILLAS,GKC,
97410032,,,,,,,,,,,,2006-06-19T18:00:00Z,Group H,"FIFA World Cup Stadium, Hamburg",Hamburg ,Saudi Arabia,0,4,Ukraine, ,50000,0,2, Graham POLL,ENG, Philip SHARP,ENG, Glenn TURNER,ENG,KSA,UKR,KSA, PAQUETA MARCOS,BRA,true,21,ZAID,GK,
97410033,,,,,,,,,,,,2006-06-20T16:00:00Z,Group A,Olympiastadion,Berlin ,Ecuador,0,3,Germany, ,72000,0,2, Valentin IVANOV,RUS, Nikolai GOLUBEV,RUS, Evgueni VOLNIN,RUS,ECU,GER,ECU, Luis SUAREZ,COL,true,12,C. MORA,GK,
97410034,,,,,,,,,,,,,Group A,"FIFA World Cup Stadium, Hanover",Hanover ,Costa Rica,1,2,Poland, ,43000,1,1, Shamsul MAIDIN,SIN, Prachya PERMPANICH,THA, Eisa GHULOUM,UAE,CRC,POL,CRC, Alexandre GUIMARAES,CRC,true,18,PORRAS J.,GK,
97410035,,,,,,,,,,,,2006-06-20T21:00:00Z,Group B,"FIFA World Cup Stadium, Cologne",Cologne ,Sweden,2,2,England, ,45000,0,1, Massimo BUSACCA,SUI, Francesco BURAGINA,SUI, Matthias ARNET,SUI,SWE,ENG,SWE, LAGERBÃ¯Â¿Â½CK Lars,SWE,true,1,ISAKSSON,GK,
97410036,,,,,,,,,,,,,Group B,Fritz-Walter-Stadion,Kaiserslautern ,Paraguay,2,0,"rn"">Trinidad and Tobago", ,46000,1,0, Roberto ROSETTI,ITA, Cristiano COPELLI,ITA, Alessandro STAGNOLI,ITA,PAR,TRI,PAR, LEITES Anibal RUIZ,URU,true,22,BOBADILLA,GK,
97410037,,,,,,,,,,,,2006-06-21T21:00:00Z,Group C,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Netherlands,0,0,Argentina, ,48000,0,0, CANTALEJO Luis MEDINA,ESP, CARRASCO Victoriano GIRALDEZ,ESP, HERNANDEZ Pedro MEDINA,ESP,NED,ARG,NED, BASTEN Marco VAN,NED,true,1,VAN DER SAR,GKC,
97410038,,,,,,,,,,,,,Group C,"FIFA World Cup Stadium, Munich",Munich ,CÃ¯Â¿Â½te d'Ivoire,3,2,"rn"">Serbia and Montenegro", ,66000,1,2, Marco RODRIGUEZ,MEX, Jose Luis CAMARGO,MEX, Leonel LEAL,CRC,CIV,SCG,CIV, Henri MICHEL,FRA,true,23,BARRY,GK,
97410039,,,,,,,,,,,,2006-06-21T16:00:00Z,Group D,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Portugal,2,1,Mexico, ,52000,2,1, Lubos MICHEL,SVK, SLYSKO Roman,SVK, Martin BALKO,SVK,POR,MEX,POR, Luiz Felipe SCOLARI,BRA,true,1,RICARDO,GK,
97410040,,,,,,,,,,,,,Group D,Zentralstadion,Leipzig ,Iran,1,1,Angola, ,38000,0,0, Mark SHIELD,AUS, Nathan GIBSON,AUS, Ben WILSON,AUS,IRN,ANG,IRN, Branko IVANKOVIC,CRO,true,1,E.MIRZAPOUR,GK,
97410041,,,,,,,,,,,,2006-06-22T16:00:00Z,Group E,"FIFA World Cup Stadium, Hamburg",Hamburg ,Czech Republic,0,2,Italy, ,50000,0,1, Benito ARCHUNDIA,MEX, Jose RAMIREZ,MEX, Hector VERGARA,CAN,CZE,ITA,CZE, Karel BRUCKNER,CZE,true,1,CECH,GK,
97410042,,,,,,,,,,,,,Group E,Franken-Stadion,Nuremberg ,Ghana,2,1,USA, ,41000,2,1, Markus MERK,GER, Christian SCHRAER,GER, Jan-Hendrik SALVER,GER,GHA,USA,GHA, Ratomir DUJKOVIC,SRB,true,22,KINGSON ,GK,
97410043,,,,,,,,,,,,2006-06-22T21:00:00Z,Group F,"FIFA World Cup Stadium, Dortmund",Dortmund ,Japan,1,4,Brazil, ,65000,1,1, Eric POULAT,FRA, Lionel DAGORNE,FRA, Vincent TEXIER,FRA,JPN,BRA,JPN,O ZIC,BRA,true,23,KAWAGUCHI,GK,
97410044,,,,,,,,,,,,,Group F,Gottlieb-Daimler-Stadion,Stuttgart ,Croatia,2,2,Australia, ,52000,1,1, Graham POLL,ENG, Philip SHARP,ENG, Glenn TURNER,ENG,CRO,AUS,CRO, Zlatko KRANJCAR,CRO,true,1,PLETIKOSA,GK,Y70'
97410045,,,,,,,,,,,,2006-06-23T21:00:00Z,Group G,"FIFA World Cup Stadium, Cologne",Cologne ,Togo,0,2,France, ,45000,0,0, Jorge LARRIONDA,URU, Walter RIAL,URU, Pablo FANDINO,URU,TOG,FRA,TOG, Otto PFISTER,GER,true,16,AGASSA,GK,
97410046,,,,,,,,,,,,,Group G,"FIFA World Cup Stadium, Hanover",Hanover ,Switzerland,2,0,Korea Republic, ,43000,1,0, Horacio ELIZONDO,ARG, Dario GARCIA,ARG, Rodolfo OTERO,ARG,SUI,KOR,SUI, Koebi KUHN,SUI,true,1,ZUBERBÃ¯Â¿Â½HLER,GK,
97410047,,,,,,,,,,,,2006-06-23T16:00:00Z,Group H,Fritz-Walter-Stadion,Kaiserslautern ,Saudi Arabia,0,1,Spain, ,46000,0,1, Coffi CODJIA,BEN, Celestin NTAGUNGIRA,RWA, Aboudou ADERODJOU,BEN,KSA,ESP,KSA, PAQUETA MARCOS,BRA,true,21,ZAID,GK,
97410048,,,,,,,,,,,,,Group H,Olympiastadion,Berlin ,Ukraine,1,0,Tunisia, ,72000,0,0, Carlos AMARILLA,PAR, Amelio ANDINO,PAR, Manuel BERNAL,PAR,UKR,TUN,UKR, Oleg BLOKHIN,UKR,true,1,SHOVKOVSKYI,GK,
97410049,97410200,,,,,,,,,,,2006-06-24T17:00:00Z,Round of 16,"FIFA World Cup Stadium, Munich",Munich ,Germany,2,0,Sweden, ,66000,2,0, Carlos SIMON,BRA, Aristeu TAVARES,BRA, Ednilson CORONA,BRA,GER,SWE,GER, KLINSMANN JÃ¯Â¿Â½rgen,GER,true,1,LEHMANN,GK,
97410050,,,,,,,,,,,,2006-06-24T21:00:00Z,Round of 16,Zentralstadion,Leipzig ,Argentina,2,1,Mexico,Argentina win after extra time ,43000,0,0, Massimo BUSACCA,SUI, Francesco BURAGINA,SUI, Matthias ARNET,SUI,ARG,MEX,ARG, PÃ¯Â¿Â½KERMAN JosÃ¯Â¿Â½,ARG,true,1,ABBONDANZIERI,GK,
97410051,,,,,,,,,,,,2006-06-25T17:00:00Z,Round of 16,Gottlieb-Daimler-Stadion,Stuttgart ,England,1,0,Ecuador, ,52000,0,0, BLEECKERE Frank DE,BEL, Peter HERMANS,BEL, Walter VROMANS,BEL,ENG,ECU,ENG, ERIKSSON Sven-GÃ¯Â¿Â½ran,SWE,true,1,ROBINSON,GK,Y78'
97410052,,,,,,,,,,,,2006-06-25T21:00:00Z,Round of 16,Franken-Stadion,Nuremberg ,Portugal,1,0,Netherlands, ,41000,1,0, Valentin IVANOV,RUS, Nikolai GOLUBEV,RUS, Evgueni VOLNIN,RUS,POR,NED,POR, Luiz Felipe SCOLARI,BRA,true,1,RICARDO,GK,Y76'
97410053,,,,,,,,,,,,2006-06-26T17:00:00Z,Round of 16,Fritz-Walter-Stadion,Kaiserslautern ,Italy,1,0,Australia, ,46000,0,0, CANTALEJO Luis MEDINA,ESP, CARRASCO Victoriano GIRALDEZ,ESP, HERNANDEZ Pedro MEDINA,ESP,ITA,AUS,ITA, Marcello LIPPI,ITA,true,1,BUFFON,GK,
97410054,,,,,,,,,,,,2006-06-26T21:00:00Z,Round of 16,"FIFA World Cup Stadium, Cologne",Cologne ,Switzerland,0,0,Ukraine,Ukraine win on penalties (0 - 3) ,45000,0,0, Benito ARCHUNDIA,MEX, Jose RAMIREZ,MEX, Hector VERGARA,CAN,SUI,UKR,SUI, Koebi KUHN,SUI,true,1,ZUBERBÃ¯Â¿Â½HLER,GK,
97410055,,,,,,,,,,,,2006-06-27T17:00:00Z,Round of 16,"FIFA World Cup Stadium, Dortmund",Dortmund ,Brazil,3,0,Ghana, ,65000,2,0, Lubos MICHEL,SVK, SLYSKO Roman,SVK, Martin BALKO,SVK,BRA,GHA,BRA, Carlos Alberto PARREIRA,BRA,true,1,DIDA,GK,
97410056,,,,,,,,,,,,2006-06-27T21:00:00Z,Round of 16,"FIFA World Cup Stadium, Hanover",Hanover ,Spain,1,3,France, ,43000,1,1, Roberto ROSETTI,ITA, Cristiano COPELLI,ITA, Alessandro STAGNOLI,ITA,ESP,FRA,ESP, Luis ARAGONES,ESP,true,1,CASILLAS,GK,
97410057,97410300,,,,,,,,,,,2006-06-30T17:00:00Z,Quarter-finals,Olympiastadion,Berlin ,Germany,1,1,Argentina,Germany win on penalties (4 - 2) ,72000,0,0, Lubos MICHEL,SVK, SLYSKO Roman,SVK, Martin BALKO,SVK,GER,ARG,GER, KLINSMANN JÃ¯Â¿Â½rgen,GER,true,1,LEHMANN,GK,
97410058,,,,,,,,,,,,2006-06-30T21:00:00Z,Quarter-finals,"FIFA World Cup Stadium, Hamburg",Hamburg ,Italy,3,0,Ukraine, ,50000,1,0, BLEECKERE Frank DE,BEL, Peter HERMANS,BEL, Walter VROMANS,BEL,ITA,UKR,ITA, Marcello LIPPI,ITA,true,1,BUFFON,GK,
97410059,,,,,,,,,,,,2006-07-01T17:00:00Z,Quarter-finals,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,England,0,0,Portugal,Portugal win on penalties (1 - 3) ,52000,0,0, Horacio ELIZONDO,ARG, Dario GARCIA,ARG, Rodolfo OTERO,ARG,ENG,POR,ENG, ERIKSSON Sven-GÃ¯Â¿Â½ran,SWE,true,1,ROBINSON,GK,
97410060,,,,,,,,,,,,2006-07-01T21:00:00Z,Quarter-finals,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Brazil,0,1,France, ,48000,0,0, CANTALEJO Luis MEDINA,ESP, CARRASCO Victoriano GIRALDEZ,ESP, HERNANDEZ Pedro MEDINA,ESP,BRA,FRA,BRA, Carlos Alberto PARREIRA,BRA,true,1,DIDA,GK,
97410061,97410400,,,,,,,,,,,2006-07-04T21:00:00Z,Semi-finals,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,0,2,Italy,Italy win after extra time ,65000,0,0, Benito ARCHUNDIA,MEX, Jose RAMIREZ,MEX, Hector VERGARA,CAN,GER,ITA,GER, KLINSMANN JÃ¯Â¿Â½rgen,GER,true,1,LEHMANN,GK,
97410062,,,,,,,,,,,,2006-07-05T21:00:00Z,Semi-finals,"FIFA World Cup Stadium, Munich",Munich ,Portugal,0,1,France, ,66000,0,1, Jorge LARRIONDA,URU, Walter RIAL,URU, Pablo FANDINO,URU,POR,FRA,POR, Luiz Felipe SCOLARI,BRA,true,1,RICARDO,GK,
97410063,97410500,,,,,,,,,,,2006-07-08T21:00:00Z,Third place,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,3,1,Portugal, ,52000,0,0, Toru KAMIKAWA,JPN, Yoshikazu HIROSHIMA,JPN, Dae Young KIM,KOR,GER,POR,GER, KLINSMANN JÃ¯Â¿Â½rgen,GER,true,12,KAHN,GKC,
97410064,97410600,,,,,,,,,,,2006-07-09T20:00:00Z,Final,Olympiastadion,Berlin ,Italy,1,1,France,Italy win on penalties (5 - 3) ,69000,0,0, Horacio ELIZONDO,ARG, Dario GARCIA,ARG, Rodolfo OTERO,ARG,ITA,FRA,ITA, Marcello LIPPI,ITA,true,1,BUFFON,GK,
300061449,249722,South Africa,2010,Spain,Netherlands,Germany,Uruguay,145,32,64,3178856,2010-06-22T16:00:00Z,Group A,Free State Stadium,Mangaung/Bloemfontein ,France,1,2,South Africa, ,39415,0,2, Oscar RUIZ,COL, Abraham GONZALEZ,COL, Humberto CLAVIJO,COL,FRA,RSA,FRA, Raymond DOMENECH,FRA,true,1,LLORIS,GK,
300061450,,,,,,,,,,,,,Group A,Royal Bafokeng Sports Palace,Phokeng ,Mexico,0,1,Uruguay, ,33425,0,1, Viktor KASSAI,HUN, Gabor EROS,HUN, Tibor VAMOS,HUN,MEX,URU,MEX, AGUIRRE Javier,MEX,true,1,O PEREZ,GK,
300061451,,,,,,,,,,,,2010-06-17T20:30:00Z,Group A,Peter Mokaba Stadium,Polokwane ,France,0,2,Mexico, ,35370,0,0, GHAMDI Khalil AL,KSA, Hassan KAMRANIFAR,IRN, MARZOUQI Saleh AL,UAE,FRA,MEX,FRA, Raymond DOMENECH,FRA,true,1,LLORIS,GK,
300061452,,,,,,,,,,,,2010-06-16T20:30:00Z,Group A,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,0,3,Uruguay, ,42658,0,1, Massimo BUSACCA,SUI, Matthias ARNET,SUI, Francesco BURAGINA,SUI,RSA,URU,RSA, Carlos Alberto PARREIRA,BRA,true,16,KHUNE,GK,R76'
300061453,,,,,,,,,,,,2010-06-11T20:30:00Z,Group A,Cape Town Stadium,Cape Town ,Uruguay,0,0,France, ,64100,0,0, Yuichi NISHIMURA,JPN, Toru SAGARA,JPN, Hae Sang JEONG,KOR,URU,FRA,URU, Oscar TABAREZ,URU,true,1,MUSLERA,GK,
300061454,,,,,,,,,,,,2010-06-11T16:00:00Z,Group A,Soccer City Stadium,Johannesburg ,South Africa,1,1,Mexico, ,84490,0,0, IRMATOV Ravshan,UZB, Rafael ILYASOV,UZB, Bakhadyr KOCHKAROV,KGZ,RSA,MEX,RSA, Carlos Alberto PARREIRA,BRA,true,16,KHUNE,GK,
300061455,,,,,,,,,,,,2010-06-22T20:30:00Z,Group B,Peter Mokaba Stadium,Polokwane ,Greece,0,2,Argentina, ,38891,0,0, IRMATOV Ravshan,UZB, Rafael ILYASOV,UZB, Bakhadyr KOCHKAROV,KGZ,GRE,ARG,GRE, Otto REHHAGEL,GER,true,12,TZORVAS,GK,
300061457,,,,,,,,,,,,2010-06-17T16:00:00Z,Group B,Free State Stadium,Mangaung/Bloemfontein ,Greece,2,1,Nigeria, ,31593,1,1, Oscar RUIZ,COL, Abraham GONZALEZ,COL, Humberto CLAVIJO,COL,GRE,NGA,GRE, Otto REHHAGEL,GER,true,12,TZORVAS,GK,
